dataset,eventId,log_sim,content,template
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '206.47.209.10', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '06', ':', '39', ':', '18', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '217.187.83.50', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Mon', ' ', 'Jul', ' ', '25', ' ', '23', ':', '24', ':', '09', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '42', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '51', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '51', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '51', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '51', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '172.181.208.156', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Tue', ' ', 'Jul', ' ', '26', ' ', '05', ':', '47', ':', '51', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E29,"(0, 27, 19)","['connection', ' ', 'from', ' ', '218.38.58.3', ' ', '', '(', '', ')', '', ' ', 'at', ' ', 'Wed', ' ', 'Jul', ' ', '27', ' ', '10', ':', '59', ':', '53', ' ', '2005']","['connection', ' ', 'from', ' ', '<*>', ' ', '', '(', '<*>', ')', '', ' ', 'at', ' ', '<*>', ':', '<*>', ':', '<*>']"
DATASET.Linux,E68,"(0, 53, 45)","['Linux', ' ', 'version', ' ', '2.6.5-1.358', ' ', '', '(', 'bhcompile@bugs.build.redhat.com', ')', '', ' ', '', '(', 'gcc', ' ', 'version', ' ', '3.3.3', ' ', '20040412', ' ', '', '(', 'Red', ' ', 'Hat', ' ', 'Linux', ' ', '3.3.3-7', ')', '', ')', '', ' ', '#1', ' ', 'Sat', ' ', 'May', ' ', '8', ' ', '09', ':', '04', ':', '50', ' ', 'EDT', ' ', '2004']","['Linux', ' ', 'version', ' ', '<*>.<*>.<*><*>.<*>', ' ', '', '(', 'bhcompile@bugs.build.redhat.com', ')', '', ' ', '', '(', 'gcc', ' ', 'version', ' ', '<*>.<*>.<*>', ' ', '', '(', 'Red', ' ', 'Hat', ' ', 'Linux', ' ', '<*>.<*>.<*><*>', ')', '', ')', '', ' ', '#<*>', ' ', '<*>', ':', '<*>', ':', '<*>', ' ', 'EDT', ' ', '<*>']"
DATASET.Linux,E109,"(0, 11, 7)","['Transparent', ' ', 'bridge', ' ', '-', ' ', '0000', ':', '00', ':', '1e.0']","['Transparent', ' ', 'bridge', ' ', '-', ' ', '<*>']"
DATASET.Linux,E82,"(0, 25, 21)","['PCI', ':', '', ' ', 'Using', ' ', 'IRQ', ' ', 'router', ' ', 'PIIX/ICH', ' ', '', '[', '8086/2410', ']', '', ' ', 'at', ' ', '0000', ':', '00', ':', '1f.0']","['PCI', ':', '', ' ', 'Using', ' ', 'IRQ', ' ', 'router', ' ', 'PIIX/ICH', ' ', '', '[', '<*>/<*>', ']', '', ' ', 'at', ' ', '<*>']"
DATASET.Mac,E260,"(0, 33, 19)","['mDNS_DeregisterInterface', ':', '', ' ', 'Frequent', ' ', 'transitions', ' ', 'for', ' ', 'interface', ' ', 'awdl0', ' ', '', '(', 'FE80', ':', '0000', ':', '0000', ':', '0000', ':', 'D8A5', ':', '90FF', ':', 'FEF5', ':', '7FFF', ')', '']","['mDNS_DeregisterInterface', ':', '', ' ', 'Frequent', ' ', 'transitions', ' ', 'for', ' ', 'interface', ' ', 'awdl0', ' ', '', '(', '<*>', ')', '']"
DATASET.Mac,E143,"(0, 49, 45)","['ARPT', ':', '', ' ', '621131.293163', ':', '', ' ', 'wl0', ':', '', ' ', 'Roamed', ' ', 'or', ' ', 'switched', ' ', 'channel', ',', '', ' ', 'reason', ' ', '#8', ',', '', ' ', 'bssid', ' ', '5c', ':', '50', ':', '15', ':', '4c', ':', '18', ':', '13', ',', '', ' ', 'last', ' ', 'RSSI', ' ', '-64']","['ARPT', ':', '', ' ', '<*>.<*>', ':', '', ' ', 'wl0', ':', '', ' ', 'Roamed', ' ', 'or', ' ', 'switched', ' ', 'channel', ',', '', ' ', 'reason', ' ', '#<*>', ',', '', ' ', 'bssid', ' ', '<*>', ':', '<*>', ':', '<*><*>', ':', '<*>', ',', '', ' ', 'last', ' ', 'RSSI', ' ', '<*>']"
DATASET.Mac,E142,"(0, 37, 23)","['ARPT', ':', '', ' ', '621241.634070', ':', '', ' ', 'wl0', ':', '', ' ', 'MDNS', ':', '', ' ', 'IPV6', ' ', 'Addr', ':', '', ' ', '2607', ':', 'f140', ':', '6000', ':', '8', ':', 'c6b3', ':', '1ff', ':', 'fecd', ':', '467f']","['ARPT', ':', '', ' ', '<*>.<*>', ':', '', ' ', 'wl0', ':', '', ' ', 'MDNS', ':', '', ' ', 'IPV6', ' ', 'Addr', ':', '', ' ', '<*>']"
DATASET.Mac,E260,"(0, 33, 19)","['mDNS_DeregisterInterface', ':', '', ' ', 'Frequent', ' ', 'transitions', ' ', 'for', ' ', 'interface', ' ', 'awdl0', ' ', '', '(', 'FE80', ':', '0000', ':', '0000', ':', '0000', ':', 'D8A5', ':', '90FF', ':', 'FEF5', ':', '7FFF', ')', '']","['mDNS_DeregisterInterface', ':', '', ' ', 'Frequent', ' ', 'transitions', ' ', 'for', ' ', 'interface', ' ', 'awdl0', ' ', '', '(', '<*>', ')', '']"
